,Title,Description,Rated_General Audiences,Rated_Mature Audiences,Rated_Not Rated,Rated_Parental Guidance,Netflix_director,Actor_Weight,Netflix_popular_company,Running Time(mins)_scaled,Wins_scaled,Nominations_scaled,IMDb Votes_scaled,IMDb Score_scaled,Release Year_scaled,Multiple Production Companies,International,Release Year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Primary_Country_Argentina,Primary_Country_Australia,Primary_Country_Austria,Primary_Country_Belgium,Primary_Country_Brazil,Primary_Country_Cambodia,Primary_Country_Canada,Primary_Country_Chile,Primary_Country_China,Primary_Country_Czech Republic,Primary_Country_Denmark,Primary_Country_France,Primary_Country_Georgia,Primary_Country_Germany,Primary_Country_Greece,Primary_Country_Hong Kong,Primary_Country_Hungary,Primary_Country_Iceland,Primary_Country_India,Primary_Country_Indonesia,Primary_Country_Ireland,Primary_Country_Israel,Primary_Country_Italy,Primary_Country_Japan,Primary_Country_Mexico,Primary_Country_Netherlands,Primary_Country_New Zealand,Primary_Country_Nigeria,Primary_Country_Norway,Primary_Country_Pakistan,Primary_Country_Peru,Primary_Country_Philippines,Primary_Country_Poland,Primary_Country_South Africa,Primary_Country_South Korea,Primary_Country_Spain,Primary_Country_Sweden,Primary_Country_Thailand,Primary_Country_Turkey,Primary_Country_United Arab Emirates,Primary_Country_United Kingdom,Primary_Country_United States,Cleaned_Description,Token_Description,Stem_Description,Stem_Description_String
13,I Am the Pretty Thing That Lives in the House,"Stained by the brutal death of a young woman, the tranquil and vacant New England mansion of the prolific horror authoress, Iris Blum, has become her silent prison. To take care of the ageing writer who suffers from chronic dementia, the property's manager hires the gentle and soft-spoken live-in hospice nurse, Lily Saylor; however, this is far from an ordinary job. Little by little, Lily's imagination will run wild, as shadowy sightings of eerie female spectres blur the frail boundaries between reality and fantasy, fable and truth. Iris has talked about man's coexistence with the spectral realm in her novels that chill the bone to the marrow. Could her secluded white house at the end of the road be an aerial limbo caught in the middle of life and death?",0,0,1,0,0,0.0034883720930232,1,0.39,0.0,0.0056179775280898,0.0208411530155414,0.3857142857142856,0.928571428571427,1,0,2016,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stained by the brutal death of a young woman the tranquil and vacant new england mansion of the prolific horror authoress iris blum has become her silent prison to take care of the ageing writer who suffers from chronic dementia the propertys manager hires the gentle and softspoken livein hospice nurse lily saylor however this is far from an ordinary job little by little lilys imagination will run wild as shadowy sightings of eerie female spectres blur the frail boundaries between reality and fantasy fable and truth iris has talked about mans coexistence with the spectral realm in her novels that chill the bone to the marrow could her secluded white house at the end of the road be an aerial limbo caught in the middle of life and death,"['stained', 'by', 'the', 'brutal', 'death', 'of', 'a', 'young', 'woman', 'the', 'tranquil', 'and', 'vacant', 'new', 'england', 'mansion', 'of', 'the', 'prolific', 'horror', 'authoress', 'iris', 'blum', 'has', 'become', 'her', 'silent', 'prison', 'to', 'take', 'care', 'of', 'the', 'ageing', 'writer', 'who', 'suffers', 'from', 'chronic', 'dementia', 'the', 'propertys', 'manager', 'hires', 'the', 'gentle', 'and', 'softspoken', 'livein', 'hospice', 'nurse', 'lily', 'saylor', 'however', 'this', 'is', 'far', 'from', 'an', 'ordinary', 'job', 'little', 'by', 'little', 'lilys', 'imagination', 'will', 'run', 'wild', 'as', 'shadowy', 'sightings', 'of', 'eerie', 'female', 'spectres', 'blur', 'the', 'frail', 'boundaries', 'between', 'reality', 'and', 'fantasy', 'fable', 'and', 'truth', 'iris', 'has', 'talked', 'about', 'mans', 'coexistence', 'with', 'the', 'spectral', 'realm', 'in', 'her', 'novels', 'that', 'chill', 'the', 'bone', 'to', 'the', 'marrow', 'could', 'her', 'secluded', 'white', 'house', 'at', 'the', 'end', 'of', 'the', 'road', 'be', 'an', 'aerial', 'limbo', 'caught', 'in', 'the', 'middle', 'of', 'life', 'and', 'death']","['stain', 'by', 'the', 'brutal', 'death', 'of', 'a', 'young', 'woman', 'the', 'tranquil', 'and', 'vacant', 'new', 'england', 'mansion', 'of', 'the', 'prolif', 'horror', 'authoress', 'iri', 'blum', 'ha', 'becom', 'her', 'silent', 'prison', 'to', 'take', 'care', 'of', 'the', 'age', 'writer', 'who', 'suffer', 'from', 'chronic', 'dementia', 'the', 'properti', 'manag', 'hire', 'the', 'gentl', 'and', 'softspoken', 'livein', 'hospic', 'nurs', 'lili', 'saylor', 'howev', 'thi', 'is', 'far', 'from', 'an', 'ordinari', 'job', 'littl', 'by', 'littl', 'lili', 'imagin', 'will', 'run', 'wild', 'as', 'shadowi', 'sight', 'of', 'eeri', 'femal', 'spectr', 'blur', 'the', 'frail', 'boundari', 'between', 'realiti', 'and', 'fantasi', 'fabl', 'and', 'truth', 'iri', 'ha', 'talk', 'about', 'man', 'coexist', 'with', 'the', 'spectral', 'realm', 'in', 'her', 'novel', 'that', 'chill', 'the', 'bone', 'to', 'the', 'marrow', 'could', 'her', 'seclud', 'white', 'hous', 'at', 'the', 'end', 'of', 'the', 'road', 'be', 'an', 'aerial', 'limbo', 'caught', 'in', 'the', 'middl', 'of', 'life', 'and', 'death']",stain by the brutal death of a young woman the tranquil and vacant new england mansion of the prolif horror authoress iri blum ha becom her silent prison to take care of the age writer who suffer from chronic dementia the properti manag hire the gentl and softspoken livein hospic nurs lili saylor howev thi is far from an ordinari job littl by littl lili imagin will run wild as shadowi sight of eeri femal spectr blur the frail boundari between realiti and fantasi fabl and truth iri ha talk about man coexist with the spectral realm in her novel that chill the bone to the marrow could her seclud white hous at the end of the road be an aerial limbo caught in the middl of life and death
14,True Memoirs of an International Assassin,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to non-fiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",0,1,0,0,1,0.0069767441860465,0,0.445,0.0,0.0,0.0323653246732052,0.5714285714285714,0.928571428571427,0,0,2016,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,after a publisher changes a writers debut novel about a deadly assassin from fiction to nonfiction the author finds himself thrust into the world of his lead character and must take on the role of his character for his own survival,"['after', 'a', 'publisher', 'changes', 'a', 'writers', 'debut', 'novel', 'about', 'a', 'deadly', 'assassin', 'from', 'fiction', 'to', 'nonfiction', 'the', 'author', 'finds', 'himself', 'thrust', 'into', 'the', 'world', 'of', 'his', 'lead', 'character', 'and', 'must', 'take', 'on', 'the', 'role', 'of', 'his', 'character', 'for', 'his', 'own', 'survival']","['after', 'a', 'publish', 'chang', 'a', 'writer', 'debut', 'novel', 'about', 'a', 'deadli', 'assassin', 'from', 'fiction', 'to', 'nonfict', 'the', 'author', 'find', 'himself', 'thrust', 'into', 'the', 'world', 'of', 'hi', 'lead', 'charact', 'and', 'must', 'take', 'on', 'the', 'role', 'of', 'hi', 'charact', 'for', 'hi', 'own', 'surviv']",after a publish chang a writer debut novel about a deadli assassin from fiction to nonfict the author find himself thrust into the world of hi lead charact and must take on the role of hi charact for hi own surviv
15,Mercy,A single mom and her two boys help take care of their grandmother with mystical powers.,0,1,0,0,0,0.0034883720930232,1,0.405,0.0,0.0,0.0076796079007349,0.4285714285714286,0.908163265306122,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a single mom and her two boys help take care of their grandmother with mystical powers,"['a', 'single', 'mom', 'and', 'her', 'two', 'boys', 'help', 'take', 'care', 'of', 'their', 'grandmother', 'with', 'mystical', 'powers']","['a', 'singl', 'mom', 'and', 'her', 'two', 'boy', 'help', 'take', 'care', 'of', 'their', 'grandmoth', 'with', 'mystic', 'power']",a singl mom and her two boy help take care of their grandmoth with mystic power
16,Spectral,Civil Unrest in the European country of Moldova has US forces engaging the insurgents however there is a new threat who has decided both are their enemy. This new threat resides in an alternative spectrum that makes them invisible to the naked eye and instant death to anyone confronting them. Locals believe they are Spirits of War but others believe they are superior arms technology fabricated by the Moldova government..,0,0,0,1,0,0.005813953488372,1,0.49,0.0,0.0,0.0846810385625928,0.6285714285714286,0.928571428571427,0,1,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,civil unrest in the european country of moldova has us forces engaging the insurgents however there is a new threat who has decided both are their enemy this new threat resides in an alternative spectrum that makes them invisible to the naked eye and instant death to anyone confronting them locals believe they are spirits of war but others believe they are superior arms technology fabricated by the moldova government,"['civil', 'unrest', 'in', 'the', 'european', 'country', 'of', 'moldova', 'has', 'us', 'forces', 'engaging', 'the', 'insurgents', 'however', 'there', 'is', 'a', 'new', 'threat', 'who', 'has', 'decided', 'both', 'are', 'their', 'enemy', 'this', 'new', 'threat', 'resides', 'in', 'an', 'alternative', 'spectrum', 'that', 'makes', 'them', 'invisible', 'to', 'the', 'naked', 'eye', 'and', 'instant', 'death', 'to', 'anyone', 'confronting', 'them', 'locals', 'believe', 'they', 'are', 'spirits', 'of', 'war', 'but', 'others', 'believe', 'they', 'are', 'superior', 'arms', 'technology', 'fabricated', 'by', 'the', 'moldova', 'government']","['civil', 'unrest', 'in', 'the', 'european', 'countri', 'of', 'moldova', 'ha', 'us', 'forc', 'engag', 'the', 'insurg', 'howev', 'there', 'is', 'a', 'new', 'threat', 'who', 'ha', 'decid', 'both', 'are', 'their', 'enemi', 'thi', 'new', 'threat', 'resid', 'in', 'an', 'altern', 'spectrum', 'that', 'make', 'them', 'invis', 'to', 'the', 'nake', 'eye', 'and', 'instant', 'death', 'to', 'anyon', 'confront', 'them', 'local', 'believ', 'they', 'are', 'spirit', 'of', 'war', 'but', 'other', 'believ', 'they', 'are', 'superior', 'arm', 'technolog', 'fabric', 'by', 'the', 'moldova', 'govern']",civil unrest in the european countri of moldova ha us forc engag the insurg howev there is a new threat who ha decid both are their enemi thi new threat resid in an altern spectrum that make them invis to the nake eye and instant death to anyon confront them local believ they are spirit of war but other believ they are superior arm technolog fabric by the moldova govern
17,Coin Heist,"United by dire circumstances, four unlikely allies from a Philadelphia prep school - the hacker, the slacker, the athlete, and the perfect student - band together to attempt the impossible: steal from the U.S. Mint.",0,1,0,0,0,0.0034883720930232,0,0.44,0.0,0.0,0.0039411198328899,0.4142857142857142,0.9387755102040812,0,0,2017,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,united by dire circumstances four unlikely allies from a philadelphia prep school the hacker the slacker the athlete and the perfect student band together to attempt the impossible steal from the us mint,"['united', 'by', 'dire', 'circumstances', 'four', 'unlikely', 'allies', 'from', 'a', 'philadelphia', 'prep', 'school', 'the', 'hacker', 'the', 'slacker', 'the', 'athlete', 'and', 'the', 'perfect', 'student', 'band', 'together', 'to', 'attempt', 'the', 'impossible', 'steal', 'from', 'the', 'us', 'mint']","['unit', 'by', 'dire', 'circumst', 'four', 'unlik', 'alli', 'from', 'a', 'philadelphia', 'prep', 'school', 'the', 'hacker', 'the', 'slacker', 'the', 'athlet', 'and', 'the', 'perfect', 'student', 'band', 'togeth', 'to', 'attempt', 'the', 'imposs', 'steal', 'from', 'the', 'us', 'mint']",unit by dire circumst four unlik alli from a philadelphia prep school the hacker the slacker the athlet and the perfect student band togeth to attempt the imposs steal from the us mint
18,Clinical,"A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.",0,0,1,0,0,0.0034883720930232,1,0.475,0.0,0.0,0.0119008763483852,0.457142857142857,0.9387755102040812,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient but he has his own terrifying history,"['a', 'psychiatrist', 'tries', 'to', 'put', 'her', 'life', 'back', 'together', 'after', 'a', 'violent', 'attack', 'by', 'seeking', 'to', 'repair', 'the', 'life', 'of', 'a', 'new', 'patient', 'but', 'he', 'has', 'his', 'own', 'terrifying', 'history']","['a', 'psychiatrist', 'tri', 'to', 'put', 'her', 'life', 'back', 'togeth', 'after', 'a', 'violent', 'attack', 'by', 'seek', 'to', 'repair', 'the', 'life', 'of', 'a', 'new', 'patient', 'but', 'he', 'ha', 'hi', 'own', 'terrifi', 'histori']",a psychiatrist tri to put her life back togeth after a violent attack by seek to repair the life of a new patient but he ha hi own terrifi histori
19,Take the 10,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",0,0,1,0,0,0.0046511627906976,0,0.355,0.0,0.0,0.0045054968966061,0.4142857142857142,0.9387755102040812,0,0,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a day in the life of two best friends a drug dealer and a store manager collide at a hiphop concert in the inland empire,"['a', 'day', 'in', 'the', 'life', 'of', 'two', 'best', 'friends', 'a', 'drug', 'dealer', 'and', 'a', 'store', 'manager', 'collide', 'at', 'a', 'hiphop', 'concert', 'in', 'the', 'inland', 'empire']","['a', 'day', 'in', 'the', 'life', 'of', 'two', 'best', 'friend', 'a', 'drug', 'dealer', 'and', 'a', 'store', 'manag', 'collid', 'at', 'a', 'hiphop', 'concert', 'in', 'the', 'inland', 'empir']",a day in the life of two best friend a drug dealer and a store manag collid at a hiphop concert in the inland empir
20,iBoy,"After being shot while calling for help trying to stop a violent attack on his high school girl, a 16 year old boy awakens from a coma to discover that fragments of his smart phone have embedded in his brain, giving him superhero powers. He uses this knowledge and technology to exact revenge on the gang responsible for the attack.",0,1,0,0,1,0.0034883720930232,1,0.405,0.0,0.0,0.032358524949546,0.5714285714285714,0.9387755102040812,1,0,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,after being shot while calling for help trying to stop a violent attack on his high school girl a 16 year old boy awakens from a coma to discover that fragments of his smart phone have embedded in his brain giving him superhero powers he uses this knowledge and technology to exact revenge on the gang responsible for the attack,"['after', 'being', 'shot', 'while', 'calling', 'for', 'help', 'trying', 'to', 'stop', 'a', 'violent', 'attack', 'on', 'his', 'high', 'school', 'girl', 'a', '16', 'year', 'old', 'boy', 'awakens', 'from', 'a', 'coma', 'to', 'discover', 'that', 'fragments', 'of', 'his', 'smart', 'phone', 'have', 'embedded', 'in', 'his', 'brain', 'giving', 'him', 'superhero', 'powers', 'he', 'uses', 'this', 'knowledge', 'and', 'technology', 'to', 'exact', 'revenge', 'on', 'the', 'gang', 'responsible', 'for', 'the', 'attack']","['after', 'be', 'shot', 'while', 'call', 'for', 'help', 'tri', 'to', 'stop', 'a', 'violent', 'attack', 'on', 'hi', 'high', 'school', 'girl', 'a', '16', 'year', 'old', 'boy', 'awaken', 'from', 'a', 'coma', 'to', 'discov', 'that', 'fragment', 'of', 'hi', 'smart', 'phone', 'have', 'embed', 'in', 'hi', 'brain', 'give', 'him', 'superhero', 'power', 'he', 'use', 'thi', 'knowledg', 'and', 'technolog', 'to', 'exact', 'reveng', 'on', 'the', 'gang', 'respons', 'for', 'the', 'attack']",after be shot while call for help tri to stop a violent attack on hi high school girl a 16 year old boy awaken from a coma to discov that fragment of hi smart phone have embed in hi brain give him superhero power he use thi knowledg and technolog to exact reveng on the gang respons for the attack
21,Imperial Dreams,"A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.",0,1,0,0,0,0.0046511627906976,0,0.405,0.0363636363636363,0.0168539325842696,0.0064012598527995,0.6857142857142857,0.908163265306122,0,0,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a 21yearold reformed gangsters devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in watts los angeles,"['a', '21yearold', 'reformed', 'gangsters', 'devotion', 'to', 'his', 'family', 'and', 'his', 'future', 'is', 'put', 'to', 'the', 'test', 'when', 'he', 'is', 'released', 'from', 'prison', 'and', 'returns', 'to', 'his', 'old', 'stomping', 'grounds', 'in', 'watts', 'los', 'angeles']","['a', '21yearold', 'reform', 'gangster', 'devot', 'to', 'hi', 'famili', 'and', 'hi', 'futur', 'is', 'put', 'to', 'the', 'test', 'when', 'he', 'is', 'releas', 'from', 'prison', 'and', 'return', 'to', 'hi', 'old', 'stomp', 'ground', 'in', 'watt', 'lo', 'angel']",a 21yearold reform gangster devot to hi famili and hi futur is put to the test when he is releas from prison and return to hi old stomp ground in watt lo angel
22,Girlfriend's Day,"In a city where greeting card writers are celebrated like movie stars, Romance writer Ray used to be the king. In trying to recapture the feelings that once made him the greatest, he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a new holiday: Girlfriend's Day.",0,1,0,0,0,0.0034883720930232,0,0.305,0.0,0.0,0.0068296424433311,0.4714285714285715,0.9387755102040812,1,0,2017,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,in a city where greeting card writers are celebrated like movie stars romance writer ray used to be the king in trying to recapture the feelings that once made him the greatest he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a new holiday girlfriends day,"['in', 'a', 'city', 'where', 'greeting', 'card', 'writers', 'are', 'celebrated', 'like', 'movie', 'stars', 'romance', 'writer', 'ray', 'used', 'to', 'be', 'the', 'king', 'in', 'trying', 'to', 'recapture', 'the', 'feelings', 'that', 'once', 'made', 'him', 'the', 'greatest', 'he', 'gets', 'entangled', 'in', 'a', 'web', 'of', 'murder', 'and', 'deceit', 'as', 'writers', 'vie', 'to', 'create', 'the', 'perfect', 'card', 'for', 'a', 'new', 'holiday', 'girlfriends', 'day']","['in', 'a', 'citi', 'where', 'greet', 'card', 'writer', 'are', 'celebr', 'like', 'movi', 'star', 'romanc', 'writer', 'ray', 'use', 'to', 'be', 'the', 'king', 'in', 'tri', 'to', 'recaptur', 'the', 'feel', 'that', 'onc', 'made', 'him', 'the', 'greatest', 'he', 'get', 'entangl', 'in', 'a', 'web', 'of', 'murder', 'and', 'deceit', 'as', 'writer', 'vie', 'to', 'creat', 'the', 'perfect', 'card', 'for', 'a', 'new', 'holiday', 'girlfriend', 'day']",in a citi where greet card writer are celebr like movi star romanc writer ray use to be the king in tri to recaptur the feel that onc made him the greatest he get entangl in a web of murder and deceit as writer vie to creat the perfect card for a new holiday girlfriend day
23,I Don't Feel at Home in This World Anymore,"When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",0,1,0,0,0,0.0034883720930232,0,0.435,0.0109090909090909,0.0084269662921348,0.0838025142658202,0.7142857142857144,0.9387755102040812,1,0,2017,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,when a depressed woman is burgled she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour but they soon find themselves dangerously out of their depth against a pack of degenerate criminals,"['when', 'a', 'depressed', 'woman', 'is', 'burgled', 'she', 'finds', 'a', 'new', 'sense', 'of', 'purpose', 'by', 'tracking', 'down', 'the', 'thieves', 'alongside', 'her', 'obnoxious', 'neighbour', 'but', 'they', 'soon', 'find', 'themselves', 'dangerously', 'out', 'of', 'their', 'depth', 'against', 'a', 'pack', 'of', 'degenerate', 'criminals']","['when', 'a', 'depress', 'woman', 'is', 'burgl', 'she', 'find', 'a', 'new', 'sens', 'of', 'purpos', 'by', 'track', 'down', 'the', 'thiev', 'alongsid', 'her', 'obnoxi', 'neighbour', 'but', 'they', 'soon', 'find', 'themselv', 'danger', 'out', 'of', 'their', 'depth', 'against', 'a', 'pack', 'of', 'degener', 'crimin']",when a depress woman is burgl she find a new sens of purpos by track down the thiev alongsid her obnoxi neighbour but they soon find themselv danger out of their depth against a pack of degener crimin
